,0
54547,low
54548,altitud
54549,aerodynam
54550,stall
54551,spin
54552,contribut
54553,accid
54554,loss
54555,engin
54556,power
54557,reason
54558,could
54559,determin
54560,postaccid
54561,examin
54562,pilot
54563,decis
54564,depart
54565,known
54566,defici
54567,contribut
54568,pilot
54569,injuri
54570,failur
54571,use
54572,instal
54573,restraint
54574,system
54575,flight
54576,instructor
54577,failur
54578,ensur
54579,adequ
54580,altitud
54581,clearanc
54582,ground
54583,maintain
54584,hover
54585,flight
54586,result
54587,inadvert
54588,ground
54589,contact
54590,subsequ
54591,loss
54592,control
54593,helicopt
54594,factor
54595,flight
54596,instructor
54597,failur
54598,ensur
54599,adequ
54600,control
54601,aircraft
54602,maintain
54603,hover
54604,loss
54605,engin
54606,power
54607,due
54608,carburetor
54609,ice
54610,pilot
54611,failur
54612,use
54613,carburetor
54614,heat
54615,condit
54616,conduc
54617,ice
54618,failur
54619,pilot
54620,cessna
54621,421b
54622,n450su
54623,cessna
54624,152
54625,n94532
54626,maintain
54627,visual
54628,lookout
54629,factor
54630,inadequ
54631,radio
54632,commun
54633,maintain
54634,pilot
54635,failur
54636,student
54637,pilot
54638,cessna
54639,152
54640,evas
54641,action
54642,mainten
54643,personnel
54644,inadequ
54645,inspect
54646,complianc
54647,feder
54648,aviat
54649,administr
54650,airworthi
54651,direct
54652,result
54653,undetect
54654,corrod
54655,crack
54656,stabil
54657,turnbuckl
54658,subsequ
54659,failur
54660,turnbuckl
54661,loss
54662,elev
54663,control
54664,takeoff
54665,failur
54666,pilot
54667,maintain
54668,direct
54669,control
54670,land
54671,roll
54672,crosswind
54673,failur
54674,pilot
54675,maintain
54676,direct
54677,control
54678,land
54679,factor
54680,relat
54681,accid
54682,improp
54683,use
54684,flight
54685,control
54686,pilot
54687,lack
54688,recent
54689,experi
54690,total
54691,time
54692,crosswind
54693,pilot
54694,incomplet
54695,preflight
54696,airplan
54697,stabil
54698,rudder
54699,trim
54700,set
54701,takeoff
54702,failur
54703,correct
54704,high
54705,pitch
54706,initi
54707,climb
54708,failur
54709,recov
54710,bounc
54711,land
54712,inadvert
54713,stall
54714,factor
54715,relat
54716,accid
54717,improp
54718,stabil
54719,rudder
54720,trim
54721,set
54722,inadequ
54723,preflight
54724,plan
54725,pilot
54726,factor
54727,associ
54728,accid
54729,soft
54730,runway
54731,high
54732,grass
54733,airplan
54734,failur
54735,attain
54736,climb
54737,airborn
54738,pilot
54739,inadequ
54740,visual
54741,lookout
54742,result
54743,collis
54744,transmiss
54745,wire
54746,pilot
54747,failur
54748,maintain
54749,clearanc
54750,fenc
54751,initi
54752,takeoff
54753,fenc
54754,factor
54755,loss
54756,control
54757,flight
54758,due
54759,pilot
54760,failur
54761,maintain
54762,adequ
54763,airspe
54764,factor
54765,would
54766,high
54767,densiti
54768,altitud
54769,tree
54770,hit
54771,loss
54772,engin
54773,power
54774,due
54775,fuel
54776,starvat
54777,inadequ
54778,visual
54779,lookout
54780,pilot
54781,command
54782,unmark
54783,transmiss
54784,wire
54785,contribut
54786,factor
54787,pilot
54788,improp
54789,recoveri
54790,bounc
54791,land
54792,pilot
54793,failur
54794,refuel
54795,airplan
54796,result
54797,forc
54798,land
54799,advers
54800,weather
54801,condit
54802,factor
54803,inflight
54804,loss
54805,unsecur
54806,access
54807,plug
54808,engin
54809,crankcas
54810,result
54811,loss
54812,engin
54813,oil
54814,forc
54815,land
54816,factor
54817,relat
54818,accid
54819,hilli
54820,terrain
54821,foreign
54822,materi
54823,engin
54824,oil
54825,windscreen
54826,limit
54827,forward
54828,visibl
54829,failur
54830,fuel
54831,servo
54832,gasket
54833,subsequ
54834,partial
54835,loss
54836,engin
54837,power
54838,contribut
54839,accid
54840,none
54841,suitabl
54842,terrain
54843,forc
54844,land
54845,power
54846,loss
54847,due
54848,carburetor
54849,ice
54850,pilot
54851,failur
54852,use
54853,carburetor
54854,heat
54855,factor
54856,ice
54857,condit
54858,lack
54859,suitabl
54860,terrain
54861,forc
54862,land
54863,gusti
54864,tail
54865,wind
54866,pilot
54867,failur
54868,maintain
54869,adequ
54870,rotor
54871,rpm
54872,takeoff
54873,initi
54874,climb
54875,pilot
54876,encount
54877,convect
54878,weather
54879,result
54880,loss
54881,airplan
54882,control
54883,pilot
54884,delay
54885,execut
54886,go
54887,around
54888,result
54889,encount
54890,wake
54891,turbul
54892,helicopt
54893,factor
54894,accid
54895,wake
54896,turbul
54897,partial
54898,loss
54899,engin
54900,power
54901,takeoff
54902,undetermin
54903,reason
54904,pilot
54905,allow
54906,airplan
54907,get
54908,low
54909,final
54910,approach
54911,night
54912,visual
54913,land
54914,factor
54915,accid
54916,pilot
54917,improperli
54918,plan
54919,approach
54920,dark
54921,night
54922,lack
54923,flight
54924,experi
54925,night
54926,oper
54927,pilot
54928,inadequ
54929,compens
54930,cross
54931,wind
54932,failur
54933,maintain
54934,adequ
54935,obstacl
54936,clearanc
54937,factor
54938,crosswind
54939,improp
54940,flare
54941,pilot
54942,crosswind
54943,quarter
54944,headwind
54945,consid
54946,factor
54947,pilot
54948,decis
54949,continu
54950,flight
54951,result
54952,inadvert
54953,flight
54954,imc
54955,subsequ
54956,spatial
54957,disorient
54958,loss
54959,control
54960,factor
54961,accid
54962,inaccuraci
54963,weather
54964,forecast
54965,inadequ
54966,preflight
54967,plan
54968,pilot
54969,contribut
54970,factor
54971,accid
54972,pilot
54973,select
54974,wrong
54975,runway
54976,takeoff
54977,tailwind
54978,condit
54979,failur
54980,pilot
54981,obtain
54982,proper
54983,assist
54984,start
54985,engin
54986,inadequ
54987,supervis
54988,passeng
54989,lack
54990,familiar
54991,aircraft
54992,result
54993,improp
54994,use
54995,throttl
54996,contribut
54997,accid
54998,failur
54999,land
55000,gear
55001,extens
55002,retract
55003,system
55004,undetermin
55005,reason
55006,pilot
55007,failur
55008,maintain
55009,direct
55010,control
55011,land
55012,aircraft
55013,control
55014,maintain
55015,land
55016,roll
55017,aircraft
55018,subsequ
55019,nose
55020,pilot
55021,failur
55022,maintain
55023,aircraft
55024,control
55025,oper
55026,fuel
55027,imbal
55028,contribut
55029,accid
55030,pilot
55031,owner
55032,decis
55033,fli
55034,airplan
55035,outsid
55036,oper
55037,limit
55038,pilot
55039,maintain
55040,proper
55041,glide
55042,slope
55043,approach
55044,pilot
55045,execut
55046,miss
55047,approach
55048,contribut
55049,accid
55050,rain
55051,mist
55052,pilot
55053,misread
55054,windsock
55055,subsequ
55056,downwind
55057,land
55058,factor
55059,accid
55060,sunglar
55061,tailwind
55062,pilot
55063,improp
55064,use
55065,carburetor
55066,heat
55067,result
55068,format
55069,carburetor
55070,ice
55071,loss
55072,engin
55073,power
55074,factor
55075,accid
55076,carburetor
55077,ice
55078,condit
55079,tree
55080,pilot
55081,use
55082,takeoff
55083,checklist
55084,confirm
55085,flap
55086,extend
55087,takeoff
55088,stuck
55089,jam
55090,fuel
55091,selector
55092,valv
55093,due
55094,corros
55095,fuel
55096,drain
55097,spring
55098,result
55099,fuel
55100,starvat
55101,loss
55102,engin
55103,power
55104,forc
55105,land
55106,subsequ
55107,impact
55108,tree
55109,factor
55110,relat
55111,accid
55112,pilot
55113,inadequ
55114,preflight
55115,use
55116,abbrevi
55117,checklist
55118,loos
55119,fuel
55120,nozzl
55121,pilot
55122,improp
55123,decis
55124,continu
55125,flight
55126,imc
55127,contribut
55128,accid
55129,snow
55130,obscur
55131,mountain
55132,terrain
55133,complet
55134,loss
55135,engin
55136,power
55137,undetermin
55138,reason
55139,contribut
55140,factor
55141,rough
55142,terrain
55143,encount
55144,forc
55145,land
55146,pilot
55147,inadequ
55148,plan
55149,decis
55150,improp
55151,use
55152,flap
55153,inadequ
55154,remov
55155,snow
55156,frost
55157,wing
55158,airplan
55159,upslop
55160,runway
55161,snow
55162,condit
55163,factor
55164,accid
55165,failur
55166,pilot
55167,noncertif
55168,maintain
55169,adequ
55170,visual
55171,lookout
55172,maneuv
55173,land
55174,result
55175,midair
55176,collis
55177,contribut
55178,accid
55179,pilot
55180,inadequ
55181,commun
55182,intend
55183,traffic
55184,pattern
55185,total
55186,loss
55187,engin
55188,power
55189,due
55190,fatigu
55191,failur
55192,crankshaft
55193,result
55194,improp
55195,tighten
55196,cylind
55197,hold
55198,nut
55199,pilot
55200,improp
55201,decis
55202,land
55203,excess
55204,airspe
55205,approach
55206,failur
55207,obtain
55208,proper
55209,touchdown
55210,point
55211,result
55212,runway
55213,overrun
55214,contribut
55215,factor
55216,pilot
55217,failur
55218,execut
55219,miss
55220,approach
55221,use
55222,avail
55223,revers
55224,thrust
55225,time
55226,manner
55227,wet
55228,ungroov
55229,downslop
55230,runway
55231,artcc
55232,personnel
55233,fail
55234,maintain
55235,radio
55236,commun
55237,airplan
55238,fail
55239,maintain
55240,ifr
55241,separ
55242,standard
55243,factor
55244,relat
55245,incid
55246,faa
55247,requir
55248,cargo
55249,airplan
55250,equip
55251,tca
55252,neither
55253,airplan
55254,equip
55255,tca
55256,pilot
55257,command
55258,improperli
55259,flare
55260,airplan
55261,misjudg
55262,altitud
55263,improp
55264,recoveri
55265,bounc
55266,land
55267,improp
55268,instal
55269,mainten
55270,personnel
55271,push
55272,pull
55273,rod
55274,assembl
55275,right
55276,elev
55277,trim
55278,tab
55279,horn
55280,result
55281,flight
55282,separ
55283,right
55284,elev
55285,trim
55286,tab
55287,hard
55288,land
55289,due
55290,pilot
55291,failur
55292,maintain
55293,proper
55294,main
55295,rotor
55296,rpm
55297,contribut
55298,factor
55299,loss
55300,engin
55301,power
55302,undetermin
55303,reason
55304,pilot
55305,failur
55306,deploy
55307,emerg
55308,float
55309,student
55310,pilot
55311,inadequ
55312,recoveri
55313,bounc
55314,land
55315,fuel
55316,exhaust
55317,due
55318,pilot
55319,improp
55320,preflight
55321,plan
55322,failur
55323,ensur
55324,adequ
55325,fuel
55326,suppli
55327,onboard
55328,airplan
55329,seiz
55330,cyclic
55331,control
55332,undetermin
55333,reason
55334,contribut
55335,factor
55336,lack
55337,altitud
55338,pilot
55339,regain
55340,control
55341,helicopt
55342,pilot
55343,loss
55344,direct
55345,control
55346,land
55347,rollout
55348,crosswind
55349,result
55350,airplan
55351,ground
55352,loop
55353,incur
55354,damag
55355,left
55356,wing
55357,pilot
55358,command
55359,failur
55360,maintain
55361,proper
55362,clearanc
55363,factor
55364,accid
55365,includ
55366,oil
55367,foul
55368,spark
55369,plug
55370,power
55371,ground
55372,cabl
55373,failur
55374,pilot
55375,assur
55376,adequ
55377,remov
55378,frost
55379,aircraft
55380,result
55381,stall
55382,mush
55383,loss
55384,engin
55385,power
55386,left
55387,engin
55388,undetermin
55389,reason
55390,causal
55391,pilot
55392,failur
55393,correctli
55394,configur
55395,airplan
55396,singl
55397,engin
55398,miss
55399,approach
55400,result
55401,neg
55402,climb
55403,perform
55404,factor
55405,pilot
55406,decis
55407,initi
55408,approach
55409,weather
55410,condit
55411,publish
55412,approach
55413,minimum
55414,pilot
55415,failur
55416,execut
55417,go
55418,around
55419,result
55420,long
55421,land
55422,runway
55423,overrun
55424,airplan
55425,subsequ
55426,descent
55427,stream
55428,loss
55429,engin
55430,power
55431,takeoff
55432,undetermin
55433,reason
55434,pilot
55435,failur
55436,maintain
55437,airspe
55438,contribut
55439,accid
55440,downdraft
55441,failur
55442,pilot
55443,maintain
55444,proper
55445,align
55446,runway
55447,land
55448,roll
55449,inflight
55450,encount
55451,ice
55452,condit
55453,student
55454,pilot
55455,delay
55456,action
55457,appli
55458,carburetor
55459,heat
55460,cruis
55461,result
55462,loss
55463,engin
55464,power
55465,due
55466,carburetor
55467,ice
55468,factor
55469,accid
55470,weather
55471,condit
55472,conduc
55473,carburetor
55474,ice
55475,pilot
55476,lack
55477,total
55478,fli
55479,experi
55480,rough
55481,terrain
55482,clearanc
55483,obstruct
55484,maintain
55485,go
55486,around
55487,pilot
55488,failur
55489,maintain
55490,direct
55491,control
55492,land
55493,roll
55494,factor
55495,pilot
55496,select
55497,unsuit
55498,land
55499,takeoff
55500,area
55501,contribut
55502,factor
55503,stream
55504,cross
55505,airstrip
55506,embank
55507,pilot
55508,intent
55509,vfr
55510,flight
55511,instrument
55512,meteorolog
55513,condit
55514,failur
55515,maintain
55516,altitud
55517,factor
55518,includ
55519,weather
55520,obscur
55521,due
55522,snow
55523,fog
55524,dark
55525,night
55526,pilot
55527,lack
55528,recent
55529,night
55530,flight
55531,time
55532,pilot
55533,failur
55534,maintain
55535,adequ
55536,clearanc
55537,wheat
55538,crop
55539,takeoff
55540,partial
55541,loss
55542,engin
55543,power
55544,undetermin
55545,reason
55546,pilot
55547,failur
55548,attain
55549,proper
55550,touchdown
55551,point
55552,subsequ
55553,forc
55554,land
55555,attempt
55556,back
55557,runway
55558,factor
55559,accid
55560,tail
55561,wind
55562,condit
55563,encount
55564,land
55565,attempt
55566,short
55567,natur
55568,runway
55569,pilot
55570,failur
55571,maintain
55572,proper
55573,descent
55574,rate
55575,factor
55576,includ
55577,downdraft
55578,final
55579,approach
55580,loss
55581,engin
55582,power
55583,due
55584,fuel
55585,contamin
55586,causal
55587,ingest
55588,entrap
55589,air
55590,occur
55591,abrupt
55592,maneuv
55593,fuel
55594,born
55595,contamin
55596,caus
55597,fuel
55598,system
55599,check
55600,valv
55601,leak
55602,result
55603,lower
55604,expect
55605,fuel
55606,level
55607,main
55608,fuel
55609,cell
55610,relat
55611,factor
55612,mountain
55613,terrain
55614,pilot
55615,inadequ
55616,preflight
55617,plan
55618,prepar
55619,factor
55620,relat
55621,accid
55622,airplan
55623,excess
55624,gross
55625,weight
55626,unfavor
55627,wind
55628,condit
55629,commerci
55630,pilot
55631,failur
55632,maintain
55633,clearanc
55634,terrain
55635,attempt
55636,takeoff
55637,relat
55638,factor
55639,soft
55640,terrain
55641,deterior
55642,aircraft
55643,perform
55644,due
55645,high
55646,gross
55647,weight
55648,pilot
55649,improp
55650,decis
55651,fli
55652,insuffici
55653,fuel
55654,quantiti
55655,factor
55656,accid
55657,failur
55658,fuel
55659,boost
55660,pump
55661,loss
55662,engin
55663,power
55664,initi
55665,climb
55666,reason
55667,could
55668,determin
55669,postaccid
55670,examin
55671,engin
55672,reveal
55673,anomali
55674,would
55675,preclud
55676,normal
55677,oper
55678,pilot
55679,improp
55680,precautionari
55681,land
55682,pilot
55683,improp
55684,plan
55685,decis
55686,low
55687,fuel
55688,level
55689,terrain
55690,condit
55691,airstrip
55692,relat
55693,factor
55694,student
55695,pilot
55696,inadequ
55697,flare
55698,failur
55699,maintain
55700,direct
55701,control
55702,land
55703,result
55704,runway
55705,excurs
55706,collis
55707,terrain
55708,pilot
55709,failur
55710,maintain
55711,aircraft
55712,control
55713,land
55714,roll
55715,inadvert
55716,stall
55717,rudder
55718,trim
55719,actuat
55720,motor
55721,flight
55722,due
55723,pilot
55724,unintent
55725,exceed
55726,motor
55727,design
55728,limit
55729,stall
55730,acceler
55731,complet
55732,simul
55733,engin
55734,maneuv
55735,pilot
55736,failur
55737,maintain
55738,clearanc
55739,stationari
55740,object
55741,maneuv
55742,land
55743,contribut
55744,factor
55745,inadequ
55746,facil
55747,avail
55748,land
55749,pilot
55750,lack
55751,inform
55752,regard
55753,land
55754,area
55755,oper
55756,statu
55757,offshor
55758,platform
55759,manufactur
55760,defect
55761,result
55762,fatigu
55763,failur
55764,magneto
55765,implus
55766,coupl
55767,spring
55768,loss
55769,engin
55770,power
55771,factor
55772,unsuit
55773,terrain
55774,failur
55775,elev
55776,trim
55777,cabl
55778,due
55779,fatigu
55780,crack
55781,result
55782,mainten
55783,personnel
55784,repeat
55785,inadequ
55786,inspect
55787,cabl
55788,pilot
55789,attempt
55790,land
55791,imc
55792,condit
55793,subsequ
55794,loss
55795,control
55796,climb
55797,due
55798,spatial
55799,disorient
55800,factor
55801,pilot
55802,disregard
55803,pre
55804,flight
55805,weather
55806,brief
55807,failur
55808,right
55809,main
55810,land
55811,gear
55812,mlg
55813,uplock
55814,linkag
55815,actuat
55816,due
55817,corros
55818,result
55819,jam
55820,right
55821,mlg
55822,initi
55823,takeoff
55824,climb
55825,loss
55826,engin
55827,power
55828,undetermin
55829,reason
55830,contribut
55831,factor
55832,prevail
55833,dark
55834,night
55835,ilumin
55836,pilot
55837,failur
55838,maintain
55839,airspe
55840,result
55841,inadvert
55842,stall
55843,mush
55844,penetr
55845,turbin
55846,blade
55847,fragment
55848,rear
55849,turbin
55850,case
55851,punctur
55852,4
55853,bear
55854,oil
55855,pressur
55856,suppli
55857,tube
55858,allow
55859,mist
55860,oil
55861,contact
55862,hot
55863,engin
55864,case
55865,ignit
55866,undercowl
55867,fire
55868,contribut
55869,incid
55870,instal
55871,approv
55872,prefer
55873,stage
55874,3
55875,low
55876,pressur
55877,turbin
55878,outer
55879,transit
55880,duct
55881,segment
55882,rivet
55883,rear
55884,seal
55885,configur
55886,failur
55887,engin
55888,design
55889,compli
55890,engin
55891,debri
55892,contain
55893,requir
55894,14
55895,code
55896,feder
55897,regul
55898,33
55899,13
55900,33
55901,75
55902,pilot
55903,improp
55904,aircraft
55905,handl
55906,fractur
55907,failur
55908,crankcas
55909,result
55910,separ
55911,number
55912,five
55913,cylind
55914,loss
55915,engin
55916,power
55917,ditch
55918,land
55919,poor
55920,flight
55921,plan
55922,decis
55923,pilot
55924,result
55925,spatial
55926,disorient
55927,inadvert
55928,spiral
55929,factor
55930,relat
55931,accid
55932,dark
55933,night
55934,instrument
55935,light
55936,instal
55937,pilot
55938,failur
55939,maintain
55940,adequ
55941,clearanc
55942,tree
55943,fuel
55944,exhaust
55945,due
55946,pilot
55947,failur
55948,refuel
55949,airplan
55950,factor
55951,unfavor
55952,wind
55953,condit
55954,lack
55955,suitabl
55956,terrain
55957,forc
55958,land
55959,inadequ
55960,annual
55961,inspect
55962,mainten
55963,personnel
55964,inadequ
55965,pre
55966,flight
55967,inspect
55968,pilot
55969,pilot
55970,command
55971,inadvert
55972,use
55973,heavier
55974,normal
55975,brake
55976,land
55977,roll
55978,contribut
55979,factor
55980,gusti
55981,wind
55982,condit
55983,pilot
55984,failur
55985,maintain
55986,direct
55987,control
55988,airplan
55989,taxi
55990,wet
55991,grass
55992,pilot
55993,inadequ
55994,preflight
55995,plan
55996,result
55997,fuel
55998,starvat
55999,subsequ
56000,loss
56001,power
56002,takeoff
56003,high
56004,veget
56005,factor
56006,total
56007,loss
56008,engin
56009,power
56010,due
56011,undetermin
56012,reason
56013,fuel
56014,exhaust
56015,due
56016,inexperienc
56017,student
56018,pilot
56019,inadequ
56020,perform
56021,preflight
56022,inspect
56023,failur
56024,refuel
56025,prior
56026,takeoff
56027,pilot
56028,improp
56029,plan
56030,land
56031,site
56032,approach
56033,result
56034,balloon
56035,land
56036,close
56037,proxim
56038,electr
56039,transmiss
56040,line
56041,pilot
56042,failur
56043,maintain
56044,altitud
56045,oper
56046,advers
56047,weather
56048,contribut
56049,factor
56050,incom
56051,fog
56052,high
56053,tension
56054,static
56055,wire
56056,flight
56057,instructor
56058,inadvert
56059,brake
56060,taxi
56061,loss
56062,engin
56063,power
56064,due
56065,fuel
56066,starvat
56067,due
56068,fuel
56069,leak
56070,result
56071,loos
56072,fuel
56073,line
56074,fit
56075,factor
56076,lack
56077,suitabl
56078,terrain
56079,forc
56080,land
56081,pilot
56082,pitt
56083,n51st
56084,misunderstand
56085,tower
56086,instruct
56087,clearanc
56088,failur
56089,see
56090,avoid
56091,command
56092,114b
56093,n194a
56094,pilot
56095,inadequ
56096,visual
56097,look
56098,result
56099,flight
56100,collis
56101,wire
56102,loss
56103,engin
56104,power
56105,due
56106,fuel
56107,starvat
56108,result
56109,low
56110,fuel
56111,state
56112,nose
56113,high
56114,attitud
56115,go
56116,around
56117,unport
56118,fuel
56119,tank
56120,feed
56121,line
56122,pilot
56123,decis
56124,make
56125,low
56126,altitud
56127,turn
56128,back
56129,airport
56130,result
56131,aerodynam
56132,stall
56133,loss
56134,control
56135,inadvert
56136,stall
56137,pilot
56138,abort
56139,land
56140,contribut
56141,factor
56142,excess
56143,flare
56144,prematur
56145,retract
56146,flap
56147,gusti
56148,wind
56149,condit
56150,pilot
56151,improp
56152,decis
56153,continu
56154,flight
56155,fuel
56156,sight
56157,gaug
56158,indic
56159,empti
56160,exhaust
56161,fuel
56162,suppli
56163,factor
56164,corn
56165,crop
56166,pilot
56167,failur
56168,maintain
56169,airspe
56170,factor
56171,accid
56172,inadequ
56173,aircraft
56174,preflight
56175,power
56176,loss
56177,reason
56178,undetermin
56179,factor
56180,unsuit
56181,terrain
56182,make
56183,forc
56184,land
56185,pilot
56186,misjudg
56187,altitud
56188,distanc
56189,failur
56190,maintain
56191,adequ
56192,clearanc
56193,tree
56194,land
56195,factor
56196,relat
56197,accid
56198,lack
56199,runway
56200,displac
56201,threshold
56202,mark
56203,tree
56204,locat
56205,runway
56206,gust
56207,wind
56208,condit
56209,design
56210,supplement
56211,oxygen
56212,system
56213,hose
56214,lack
56215,posit
56216,separ
56217,electr
56218,wire
56219,electr
56220,conduct
56221,oxygen
56222,system
56223,compon
56224,lack
56225,posit
56226,separ
56227,allow
56228,short
56229,circuit
56230,breach
56231,combust
56232,oxygen
56233,hose
56234,releas
56235,oxygen
56236,initi
56237,fire
56238,supernumerari
56239,compart
56240,rapidli
56241,spread
56242,area
56243,contribut
56244,accid
56245,feder
56246,aviat
56247,administr
56248,failur
56249,requir
56250,instal
56251,nonconduct
56252,oxygen
56253,hose
56254,safeti
56255,issu
56256,concern
56257,conduct
56258,hose
56259,initi
56260,identifi
56261,boe
56262,pilot
56263,failur
56264,establish
56265,approach
56266,profil
56267,would
56268,allow
56269,make
56270,safe
56271,land
56272,runway
56273,pilot
56274,misjudg
56275,altitud
56276,airspe
56277,throughout
56278,approach
56279,factor
56280,accid
56281,collis
56282,railroad
56283,berm
56284,flight
56285,collis
56286,bird
56287,pilot
56288,failur
56289,maintain
56290,direct
56291,control
56292,result
56293,collis
56294,rise
56295,embank
56296,factor
56297,accid
56298,pilot
56299,lack
56300,recent
56301,flight
56302,experi
56303,pilot
56304,loss
56305,direct
56306,control
56307,airplan
56308,wheel
56309,land
56310,pilot
56311,improp
56312,decis
56313,land
56314,helicopt
56315,posit
56316,place
56317,tail
56318,rotor
56319,near
56320,tarp
56321,result
56322,tarp
56323,lift
56324,tail
56325,rotor
56326,subsequ
56327,tail
56328,rotor
56329,damag
56330,loss
56331,tail
56332,rotor
56333,author
56334,uncommand
56335,tail
56336,rotor
56337,rotat
56338,pilot
56339,inadequ
56340,flight
56341,plan
56342,decis
56343,land
56344,soft
56345,grass
56346,turf
56347,runway
56348,result
56349,nose
56350,pilot
56351,maintain
56352,aircraft
56353,control
56354,cruis
56355,flight
56356,lead
56357,inadvert
56358,spiral
56359,factor
56360,pilot
56361,flight
56362,encount
56363,moder
56364,heavi
56365,rain
56366,pilot
56367,loss
56368,control
56369,undetermin
56370,reason
56371,result
56372,high
56373,speed
56374,dive
56375,ground
56376,pilot
56377,inadequ
56378,compens
56379,tailwind
56380,condit
56381,failur
56382,maintain
56383,direct
56384,control
56385,land
56386,pilot
56387,delay
56388,decis
56389,abort
56390,land
56391,factor
56392,accid
56393,downwind
56394,land
56395,pilot
56396,misjudg
56397,distanc
56398,speed
56399,failur
56400,pilot
56401,maintain
56402,control
56403,airplan
56404,go
56405,around
56406,follow
56407,bounc
56408,land
56409,pilot
56410,failur
56411,maintain
56412,adequ
56413,airspe
56414,maneuv
56415,low
56416,altitud
56417,high
56418,densiti
56419,altitud
56420,condit
56421,result
56422,airplan
56423,inabl
56424,climb
56425,maintain
56426,clearanc
56427,terrain
56428,pilot
56429,poor
56430,judgment
56431,attempt
56432,low
56433,altitud
56434,flight
56435,mountain
56436,terrain
56437,without
56438,adequ
56439,mountain
56440,fli
56441,train
56442,led
56443,low
56444,altitud
56445,maneuv
56446,exceed
56447,climb
56448,capabl
56449,airplan
56450,factor
56451,accid
56452,pilot
56453,overconfid
56454,person
56455,abil
56456,lack
56457,experi
56458,fli
56459,mountain
56460,terrain
56461,lack
56462,familiar
56463,geograph
56464,area
56465,mountain
56466,canyon
56467,featur
56468,terrain
56469,pilot
56470,inadequ
56471,preflight
56472,inspect
56473,helicopt
56474,muddi
56475,unsuit
56476,terrain
56477,encount
56478,land
56479,pilot
56480,failur
56481,maintain
56482,adequ
56483,clearanc
56484,terrain
56485,approach
56486,contribut
56487,pilot
56488,self
56489,induc
56490,pressur
56491,land
56492,airplan
56493,inform
56494,air
56495,traffic
56496,control
56497,oper
56498,complianc
56499,adiz
56500,procedur
56501,pilot
56502,continu
56503,vfr
56504,flight
56505,instrument
56506,meteorolog
56507,condit
56508,spatial
56509,disorient
56510,inadvert
56511,stall
56512,factor
56513,accid
56514,weather
56515,condit
56516,consist
56517,snow
56518,mist
56519,flat
56520,light
56521,condit
56522,improp
56523,instal
56524,fuel
56525,valv
56526,pilot
56527,perform
56528,touchdown
56529,autorot
56530,unsuit
56531,terrain
56532,factor
56533,soft
56534,terrain
56535,inadequ
56536,supervis
56537,faa
56538,inspector
56539,proper
56540,touchdown
56541,point
56542,obtain
56543,pilot
56544,inadequ
56545,supervis
56546,certifi
56547,flight
56548,instructor
56549,land
56550,contribut
56551,factor
56552,rough
56553,terrain
56554,encount
56555,land
56556,builder
56557,improp
56558,instal
56559,addit
56560,altern
56561,contribut
56562,accid
56563,night
56564,light
56565,condit
56566,failur
56567,mechan
56568,adequ
56569,torqu
56570,crankcas
56571,bolt
56572,follow
56573,top
56574,overhaul
56575,subsequ
56576,result
56577,crankshaft
56578,failur
56579,soft
56580,uneven
56581,terrain
56582,emerg
56583,land
56584,area
56585,relat
56586,factor
56587,pilot
56588,inadequ
56589,preflight
56590,plan
56591,fail
56592,assur
56593,adequ
56594,climb
56595,perform
56596,clear
56597,obstacl
56598,fenc
56599,takeoff
56600,climb
56601,excess
56602,land
56603,flare
56604,copilot
56605,factor
56606,associ
56607,accid
56608,inop
56609,wing
56610,flap
56611,captain
56612,inadequ
56613,supervison
56614,total
56615,loss
56616,engin
56617,power
56618,reason
56619,could
56620,determin
56621,base
56622,avail
56623,evid
56624,fatigu
56625,crack
56626,number
56627,3
56628,cylind
56629,head
56630,factor
56631,presenc
56632,protrud
56633,materi
56634,cylind
56635,barrel
56636,pilot
56637,inadequ
56638,compens
56639,gusti
56640,crosswind
56641,result
56642,loss
56643,control
56644,inadvert
56645,ground
56646,loop
56647,land
56648,roll
56649,factor
56650,associ
56651,accid
56652,ground
56653,loop
56654,gust
56655,pilot
56656,failur
56657,maintain
56658,clearanc
56659,power
56660,line
56661,contribut
56662,accid
56663,pilot
56664,lack
56665,recent
56666,experi
56667,improp
56668,mainten
56669,compani
56670,mainten
56671,personnel
56672,pilot
56673,command
56674,oper
56675,airplan
56676,known
56677,defici
56678,result
56679,loss
56680,engin
56681,power
56682,due
56683,fuel
56684,system
56685,contamin
56686,loss
56687,control
56688,maneuv
56689,return
56690,airport
56691,first
56692,offic
56693,input
56694,full
56695,nose
56696,elev
56697,touchdown
56698,contribut
56699,accid
56700,gusti
56701,wind
56702,condit
56703,failur
56704,pilot
56705,adequ
56706,compens
56707,wind
56708,condit
56709,maintain
56710,direct
56711,control
56712,aircraft
56713,land
56714,factor
56715,airport
56716,failur
56717,follow
56718,proper
56719,procedur
56720,ensur
56721,adequ
56722,obstacl
56723,object
56724,free
56725,clearanc
56726,around
56727,runway
56728,partial
56729,loss
56730,engin
56731,power
56732,due
56733,stuck
56734,engin
56735,exhaust
56736,valv
56737,takeoff
56738,initi
56739,climb
56740,contribut
56741,factor
56742,airplan
56743,excess
56744,gross
56745,weight
56746,pilot
56747,improp
56748,flare
56749,result
56750,hard
56751,land
56752,contribut
56753,accid
56754,pilot
56755,lack
56756,experi
56757,accid
56758,airplan
56759,make
